"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","MAC"
"Kutbanpur B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Lang B.O","147006","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Lataur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","PUNJAB","MAC"
"Lohar Majra Khurd B.O","140802","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Patiala","PUNJAB","MAC"
"Lohsimbly B.O","140702","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"New Lal Bagh Colony S.O","147007","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Noorpur B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Pamaur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Prem Nagar S.O","147006","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"RR Sirhind S.O","140406","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","PUNJAB","MAC"
"Suhron B.O","140402","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Tiwana B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Adampur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Amloh S.O","147203","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Fatehgarh Sahib","PUNJAB","MAC"
"Anaj Mandi Nabha S.O","147201","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Baruali B.O","140507","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Bharpurgarh B.O","147203","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Bibipur B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Chalheri B.O","140402","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Dadu Majra B.O","140602","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Patiala","PUNJAB","MAC"
"Devigarh S.O","147111","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Dhainthal B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Dhanetha B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Dukhniwaran Sahib S.O","147001","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Duttal B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Fatehgarh Niwan B.O","141411","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanoo","Fatehgarh Sahib","PUNJAB","MAC"
"Gurbax Colony S.O","147003","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Harchandpura B.O","147102","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samaana","Patiala","PUNJAB","MAC"
"Kalyan B.O","147005","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Karala B.O","140601","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Kartarpur B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Khanpur B.O","140701","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Khera Gajju B.O","140602","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Patiala","PUNJAB","MAC"
"Kheri Gurna B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Kheri Mandlan B.O","147021","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Kulburchan B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Lohar Majra Kalan B.O","141411","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Makrampur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Bassi Pathana","Patiala","PUNJAB","MAC"
"Manupur B.O","141411","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Marru B.O","140702","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Nagal Charbar B.O","140601","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Nainkalan B.O","147007","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Pabhat B.O","140603","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","S.A.S.Nagar (Mohali)","Rupnagar","PUNJAB","MAC"
"Panjola B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Patiala","PUNJAB","MAC"
"Rajpura Township S.O","140402","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Ranbirpura B.O","147005","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Rattangarh B.O","141801","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Patiala","PUNJAB","MAC"
"Roshanpur B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Sadharanpur B.O","147102","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Samaspur B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Sangatpur Sodhian S.O","140405","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","PUNJAB","MAC"
"Sarala Kalan B.O","140702","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Shamaspur Singhan B.O","141801","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Shutrana B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Tibbi B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Tisimbly B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Dera Bassi","Patiala","PUNJAB","MAC"
"Untsar B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Badali Ala Singh B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Bakshiwala B.O","147006","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Bassi S.O (Fatehgarh Sahib)","140412","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Bassi","Fatehgarh Sahib","PUNJAB","MAC"
"Daunkalan B.O","147021","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Dhingi B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Gtc Nabha B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Harpalpur B.O","140701","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Jandmangoli B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Jindalpur B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Kakrala B.O","147102","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Mandaur B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Medical College S.O (Patiala)","147001","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Nanhera B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"New Rakhra B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Passiana B.O","147007","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Ragho Majra Patiala S.O","147001","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Raisal B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Ramgarh B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Sanghol S.O","140802","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Sirhind S.O","140406","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","PUNJAB","MAC"
"Sular B.O","147007","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Talwandi Malik B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Tanda Badha B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Fateh Garh Sahib","Patiala","PUNJAB","MAC"
"Tohra B.O","147104","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Wazidpur B.O","147007","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Allowal B.O","147006","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Arno B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Badshahpur B.O","147102","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Balbera B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Bazidpur B.O","140412","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Beharjach B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Bhadson S.O","147202","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Bhankharpur B.O","140201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Dera Bassi","Patiala","PUNJAB","MAC"
"Bhankher B.O","147103","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Bhedwal B.O","140402","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Buzark B.O","147102","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Chunni Kalan B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","PUNJAB","MAC"
"Fatehpur B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Gadapur B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Gholumajra B.O","140506","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Godaya B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Harayu Khurd B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Kaulgarh B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Fateh Garh Sahib","Patiala","PUNJAB","MAC"
"Khamano Kalan S.O","141801","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Khera B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Khumna B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Kotla Ajner B.O","141411","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Kulbanoo B.O","147102","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Kuranwala B.O","140507","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Lubana B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Malkomajra B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Manakpur S.O","140602","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Patiala","PUNJAB","MAC"
"Mandauli B.O","140701","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Manela B.O","141801","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Patiala","PUNJAB","MAC"
"Mirapur B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Patiala H.O","147001","H.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Ramgarh B.O","140601","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Ranimajra B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Sarsini B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Shahpur B.O","147301","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarhsahib","Fatehgarh Sahib","PUNJAB","MAC"
"Taipur B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Talania B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Tripri S.O","147004","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"University(Patiala) S.O","147002","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Urban Estate S.O (Patiala)","147002","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Babarpur B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Behru B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Bhapal B.O","140402","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Dayalpur Sodhian B.O","140601","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Dera Bassi","Patiala","PUNJAB","MAC"
"Devinagar B.O","140507","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Devinagar B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Dhablan B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Dhudan Sadhan B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Ghanur S.O","140702","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Gurlzarpur B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Handesra B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"IA Rajpura S.O","140401","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Jallah B.O","140405","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Fatehgarh Sahib","PUNJAB","MAC"
"Jaraut B.O","140501","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Jasso Majra B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Julkan B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Khalaspur B.O","140412","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Bassi","Fatehgarh Sahib","PUNJAB","MAC"
"Khant B.O","140802","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Patiala","PUNJAB","MAC"
"Kheri Noudh Singh B.O","141411","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Kularan B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Marori B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Massingan B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Matrauda B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Rampur Sainia B.O","140507","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Rupalheri B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Sainipur B.O","140405","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Fatehgarh Sahib","PUNJAB","MAC"
"Sakrali B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Salana B.O","147301","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Fatehgarh Sahib","PUNJAB","MAC"
"Tiet S.O","147004","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Agol B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Amrala B.O","140802","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Payal","Patiala","PUNJAB","MAC"
"Badochikalan B.O","140405","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Fatehgarh Sahib","PUNJAB","MAC"
"Bahera Road Patiala S.O","147001","S.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Bhatmajra B.O","140701","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarh Sahib","Patiala","PUNJAB","MAC"
"Bhunerheri B.O","147111","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Chappar B.O","147021","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Charaso Kartarpur B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Chari B.O","141801","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Fatehgarh Sahib","PUNJAB","MAC"
"Chintawala B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Dakala B.O","147007","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Dedna B.O","147102","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Dhakauli B.O","140603","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Dera Bassi","Patiala","PUNJAB","MAC"
"Duggal B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Galwati B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Ghumandgarhj B.O","140412","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Bassi Pathana","Fatehgarh Sahib","PUNJAB","MAC"
"Gopalpur B.O","140701","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Gulhar B.O","147105","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Jangipur B.O","140506","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Derabassi","Mohali","PUNJAB","MAC"
"Janherian B.O","147021","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Jhandi B.O","147007","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Jhansla B.O","140601","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Kamalpur B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Kauli S.O","140701","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Patiala","Patiala","PUNJAB","MAC"
"Khanaura B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Kumbh B.O","147301","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Fatehgarhsahib","Fatehgarh Sahib","PUNJAB","MAC"
"Lachru Kalan B.O","140702","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Rajpura","Patiala","PUNJAB","MAC"
"Machrai Kalan B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Mahadian B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Patiala","PUNJAB","MAC"
"Maneli B.O","141801","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Khamanon","Patiala","PUNJAB","MAC"
"Mangewal B.O","147202","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Mannupur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Nabha S.O","147201","S.O","Delivery","Patiala","Chandigarh HQ","Punjab","Dera Bassi","Patiala","PUNJAB","MAC"
"Nabipur B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
"Naraingarh B.O","147203","B.O","Non-Delivery","Patiala","Chandigarh HQ","Punjab","Amloh (P)","Patiala","PUNJAB","MAC"
"Nogawan B.O","140417","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Bassi Pathana","Fatehgarh Sahib","PUNJAB","MAC"
"Rajla B.O","147101","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Samana","Patiala","PUNJAB","MAC"
"Rohta B.O","147201","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Nabha","Patiala","PUNJAB","MAC"
"Sadhugarh B.O","140406","B.O","Delivery","Patiala","Chandigarh HQ","Punjab","Sirhind","Fatehgarh Sahib","PUNJAB","MAC"
