"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","STC"
"HEC Expert Hostel S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Henjla B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Hirhi B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Ichapiri B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Jaherbargari B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Janawal B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Jaria B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Jharkhand Vidhan Sabha S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Jobhipath B.O","835218","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Jura B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Juria B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Kanke Road S.O","834008","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Katarpa B.O","835303","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Kharta B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Lohardaga","JHARKHAND","STC"
"Koleng B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Konbegi B.O","835235","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Korambe B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Kuchu B.O","835101","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Kurdeg S.O","835212","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Kurdeg","Simdega","JHARKHAND","STC"
"Lame Baragaon B.O","834009","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Lohardaga","JHARKHAND","STC"
"Landupsenha B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Lapa B.O","835234","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Lohardaga Baza R S.O","835302","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Mahilong B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Malsera B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Maranghada B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Masmano B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Nagjua S.O","835325","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Narinawadih B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Narkopi B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Nawadih B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","NA","Gumla","JHARKHAND","STC"
"Pak R.S. B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Ramkrishna Sanatorium S.O","835221","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Ranchi Agriculture College S.O","834006","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Ranchi Veterinary College S.O","834006","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Rendwa B.O","835234","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Rengari B.O","835235","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Saiko B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Sakrauli B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Sarita B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Sikri B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Sinjo B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Lohardaga","JHARKHAND","STC"
"Soba B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Sugnu B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Taisera B.O","835212","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Tati B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandara","Ranchi","JHARKHAND","STC"
"Tilmi B.O","835209","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Tutikel B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Adalahatu B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Anigara B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Baburamdih B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Banai B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Banari B.O","835231","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Baraudi B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Barda B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Barsloya B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolibira","Simdega","JHARKHAND","STC"
"Barwadih B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Bhagitoli B.O","835230","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Noadih","Gumla","JHARKHAND","STC"
"Bhandra B.O","835302","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Gumla","JHARKHAND","STC"
"Bolba B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bolba","Simdega","JHARKHAND","STC"
"Brambe S.O","835205","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Bukru B.O","834006","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Bundu S.O","835204","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Burmu B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Chaingara B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Chiri B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Chittarkota B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Chutupalu B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Dahu B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Datia B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Dhurwa S.O","834004","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Dumangdiri B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Dumarpath B.O","835206","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Dundru B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Gangara B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Gatadih B.O","835212","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kurdeg","Simdega","JHARKHAND","STC"
"Gerda B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Ghunsuli B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Govindpur B.O","835230","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Noadih","Gumla","JHARKHAND","STC"
"Gudri B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Halmad B.O","835101","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"HEC App Hostel S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"HEC Colony S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Icha B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Indrapuri Colony S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Itki S.O","835301","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Jadeya B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Jitutoli B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Jojohatu B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Kakargarh B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Karkara B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Kjijra B.O","835235","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Khunti","JHARKHAND","STC"
"Kota B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Kumharia B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Kurse B.O","835209","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Kutmakochar B.O","835212","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Lachragarh B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Lagam B.O","835101","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Lamgarh B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Larango B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Lodhma B.O","834004","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Luru B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Majhigaon B.O","835230","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Noadih","Gumla","JHARKHAND","STC"
"Murkunda B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Murkuni B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Murto B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Murupiri B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Neori Vikas Vidyalaya S.O","835217","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Norhi B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Paharkandaria B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Palkot S.O","835220","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Palkot","Gumla","JHARKHAND","STC"
"Patratu B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Piska B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Ranchi Medical College S.O","834009","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Salgadih B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Sarwada B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Sato B.O","835231","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bishunpur","Gumla","JHARKHAND","STC"
"Sero B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Ranchi","JHARKHAND","STC"
"Silam B.O","835232","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Sithio B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","NA","Lohardaga","JHARKHAND","STC"
"Sukhajharia B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Sukurda B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Swania B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bandgaon","West Singhbhum","JHARKHAND","STC"
"Tala B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Tamra B.O","835228","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Tatisilway S.O","835103","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Totambi B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Tumdega B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Turmuli B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Tutikinawadih B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Adalhatu S.O","834008","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Arangu B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Arko B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Arru B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"B.  Biura B.O","835212","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Bagha B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Bara Ghaghra B.O","834010","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Namkum","Ranchi","JHARKHAND","STC"
"Baragain B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Ranchi","JHARKHAND","STC"
"Barenda B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Barsa B.O","835303","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Basua B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Toto","Gumla","JHARKHAND","STC"
"Bharno S.O","835203","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Bharno","Gumla","JHARKHAND","STC"
"Bichina B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Chandujima B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Childag B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Danadih B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Deogaon B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Deoki B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Dolaicha B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Dowaru B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Eta B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Genmer B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Getalsud B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Gotra S.O","835235","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Harmu B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Hathudani B.O","835221","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hatu Ghaghra B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Henjed B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Hesag B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Hindpiri S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hisri B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Hurhuri B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Hutar B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Irga R.S. B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Itam B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Jaltanda B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Jamgain B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Jampani B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Jamti B.O","835231","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Jamuadag B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Jharkhand High Court S.O","834002","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Kamdara B.O","835227","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Kamre B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Kandir B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Karge B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Karounda B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Kartick Oraon College S.O","835207","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Katkahi B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Kereya B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Keshalpur B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Kharka B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Toto","Gumla","JHARKHAND","STC"
"Khukhra B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Khunti S.O","835210","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Kondra B.O","835232","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Nawagarh","Gumla","JHARKHAND","STC"
"Kone B.O","835209","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Konpala B.O","835235","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Kugaon B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Kumhari B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Kurumgarh B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Lotwa B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Palkot","Gumla","JHARKHAND","STC"
"Lungtu B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Marcha B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Marwa B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Medha B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Murma B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Nagra B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Narauli B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Ranchi","JHARKHAND","STC"
"Nawadih B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Nawagarh B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Ncdc S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Netarhat S.O","835218","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"New Area Marabadi S.O","834008","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Olmunda B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Opa B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Orga B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Pogra B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Rajadera B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Ranchi Court S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Reladih B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Rugari B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","NA","Ranchi","JHARKHAND","STC"
"Sakarpur Gamharia B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Toto","Gumla","JHARKHAND","STC"
